Drug1,Drug2,Cell line,ZIP,classification
Teniposide,Crizotinib,HS578T_BREAST,-5.98,antagonism
Teniposide,Crizotinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.55,antagonism
Teniposide,Crizotinib,KM12_LARGE_INTESTINE,-6.74,antagonism
Teniposide,Crizotinib,MDAMB231_BREAST,-9.3,antagonism
Teniposide,Crizotinib,MDAMB435S_SKIN,-5.62,antagonism
Teniposide,Crizotinib,MDAMB468_BREAST,-9.56,antagonism
Teniposide,Crizotinib,NCIH522_LUNG,-7.72,antagonism
Teniposide,Crizotinib,PC3_PROSTATE,-7.06,antagonism
Teniposide,Crizotinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.35,synergy
Teniposide,Crizotinib,SF295_CENTRAL_NERVOUS_SYSTEM,7.33,synergy
Teniposide,Crizotinib,SKMEL28_SKIN,-5.37,antagonism
Teniposide,Crizotinib,SKOV3_OVARY,-8.13,antagonism
Teniposide,Crizotinib,SW620_LARGE_INTESTINE,-6.91,antagonism
Teniposide,Crizotinib,T47D_BREAST,-6.67,antagonism
Teniposide,Crizotinib,UO31_KIDNEY,-5.59,antagonism
Teniposide,Dacarbazine,A498_KIDNEY,-5.36,antagonism
Teniposide,Dacarbazine,ACHN_KIDNEY,5.39,synergy
Teniposide,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,18.65,synergy
Teniposide,Dacarbazine,HT29_LARGE_INTESTINE,-10.81,antagonism
Teniposide,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.5,antagonism
Teniposide,Dacarbazine,KM12_LARGE_INTESTINE,-9.51,antagonism
Teniposide,Dacarbazine,MALME3M_SKIN,-5.99,antagonism
Teniposide,Dacarbazine,MCF7_BREAST,-12.44,antagonism
Teniposide,Dacarbazine,MDAMB231_BREAST,-8.22,antagonism
Teniposide,Dacarbazine,MDAMB468_BREAST,-7.99,antagonism
Teniposide,Dacarbazine,NCIH522_LUNG,-7.08,antagonism
Teniposide,Dacarbazine,PC3_PROSTATE,-5.32,antagonism
Teniposide,Dacarbazine,SKMEL28_SKIN,-6.13,antagonism
Teniposide,Dacarbazine,SKMEL5_SKIN,-10.82,antagonism
Teniposide,Dacarbazine,SKOV3_OVARY,-8.32,antagonism
Teniposide,Dacarbazine,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.04,antagonism
Teniposide,Dacarbazine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.41,synergy
Teniposide,Dacarbazine,T47D_BREAST,-9.93,antagonism
Teniposide,Dacarbazine,U251MG_CENTRAL_NERVOUS_SYSTEM,-7.15,antagonism
Teniposide,Dacarbazine,UACC62_SKIN,-5.18,antagonism
Teniposide,Dacarbazine,UO31_KIDNEY,-8.74,antagonism
Teniposide,Dasatinib,786O_KIDNEY,10.96,synergy
Teniposide,Dasatinib,A498_KIDNEY,-9.75,antagonism
Teniposide,Dasatinib,HT29_LARGE_INTESTINE,-6.87,antagonism
Teniposide,Dasatinib,IGROV1_OVARY,6.05,synergy
Teniposide,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.4,synergy
Teniposide,Dasatinib,KM12_LARGE_INTESTINE,-5.24,antagonism
Teniposide,Dasatinib,MALME3M_SKIN,-5.31,antagonism
Teniposide,Dasatinib,MCF7_BREAST,6.4,synergy
Teniposide,Dasatinib,MDAMB468_BREAST,6.03,synergy
Teniposide,Dasatinib,OVCAR4_OVARY,-6.05,antagonism
Teniposide,Dasatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.89,synergy
Teniposide,Dasatinib,SW620_LARGE_INTESTINE,6.69,synergy
Teniposide,Dasatinib,T47D_BREAST,-6.67,antagonism
Teniposide,Decitabine,786O_KIDNEY,9.12,synergy
Teniposide,Decitabine,A498_KIDNEY,-7.77,antagonism
Teniposide,Decitabine,HOP62_LUNG,-6.51,antagonism
Teniposide,Decitabine,HOP92_LUNG,9.19,synergy
Teniposide,Decitabine,IGROV1_OVARY,-5.72,antagonism
Teniposide,Decitabine,NCIH522_LUNG,-10.87,antagonism
Teniposide,Decitabine,PC3_PROSTATE,-6.49,antagonism
Teniposide,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.42,synergy
Teniposide,Decitabine,SF539_CENTRAL_NERVOUS_SYSTEM,-5.02,antagonism
Teniposide,Decitabine,SKMEL28_SKIN,-6.66,antagonism
Teniposide,Decitabine,SKMEL5_SKIN,-5.52,antagonism
Teniposide,Decitabine,SKOV3_OVARY,-5.8,antagonism
Teniposide,Decitabine,T47D_BREAST,-7.99,antagonism
Teniposide,Decitabine,U251MG_CENTRAL_NERVOUS_SYSTEM,9.92,synergy
Teniposide,Decitabine,UACC62_SKIN,-6.32,antagonism
Teniposide,Decitabine,UO31_KIDNEY,-6.99,antagonism
Teniposide,Everolimus,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,12.85,synergy
Teniposide,Everolimus,HOP62_LUNG,-8.54,antagonism
Teniposide,Everolimus,HOP92_LUNG,5.5,synergy
Teniposide,Everolimus,HS578T_BREAST,-5.09,antagonism
Teniposide,Everolimus,KM12_LARGE_INTESTINE,-6.28,antagonism
Teniposide,Everolimus,MDAMB468_BREAST,-8.65,antagonism
Teniposide,Everolimus,PC3_PROSTATE,-6.94,antagonism
Teniposide,Everolimus,SKMEL28_SKIN,-8.87,antagonism
Teniposide,Everolimus,SKMEL5_SKIN,9.92,synergy
Teniposide,Everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.42,synergy
Teniposide,Everolimus,T47D_BREAST,-10.46,antagonism
Teniposide,Everolimus,UO31_KIDNEY,-6.07,antagonism
Teniposide,Fluorouracil,786O_KIDNEY,-9.81,antagonism
Teniposide,Fluorouracil,A498_KIDNEY,-12.75,antagonism
Teniposide,Fluorouracil,BT549_BREAST,-14.94,antagonism
Teniposide,Fluorouracil,CAKI1_KIDNEY,5.3,synergy
Teniposide,Fluorouracil,HCT15_LARGE_INTESTINE,-6.77,antagonism
Teniposide,Fluorouracil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.92,synergy
Teniposide,Fluorouracil,HOP92_LUNG,-10.6,antagonism
Teniposide,Fluorouracil,HT29_LARGE_INTESTINE,-14.74,antagonism
Teniposide,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.64,antagonism
Teniposide,Fluorouracil,KM12_LARGE_INTESTINE,-11.88,antagonism
Teniposide,Fluorouracil,MCF7_BREAST,-9.81,antagonism
Teniposide,Fluorouracil,MDAMB435S_SKIN,-5.39,antagonism
Teniposide,Fluorouracil,NCIH2122_LUNG,5.9,synergy
Teniposide,Fluorouracil,NCIH226_LUNG,-5.05,antagonism
Teniposide,Fluorouracil,NCIH23_LUNG,-10.15,antagonism
Teniposide,Fluorouracil,NCIH460_LUNG,-5.18,antagonism
Teniposide,Fluorouracil,NCIH522_LUNG,-14.2,antagonism
Teniposide,Fluorouracil,PC3_PROSTATE,-6.38,antagonism
Teniposide,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,-15.36,antagonism
Teniposide,Fluorouracil,SF539_CENTRAL_NERVOUS_SYSTEM,-13.24,antagonism
Teniposide,Fluorouracil,SKMEL5_SKIN,-19.11,antagonism
Teniposide,Fluorouracil,SKOV3_OVARY,-6.62,antagonism
Teniposide,Fluorouracil,SW620_LARGE_INTESTINE,-8.6,antagonism
Teniposide,Fluorouracil,T47D_BREAST,-11.07,antagonism
Teniposide,Fluorouracil,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.32,antagonism
Teniposide,Fluorouracil,UACC62_SKIN,-8.43,antagonism
Teniposide,Fluorouracil,UO31_KIDNEY,-8.84,antagonism
Teniposide,Fulvestrant,A498_KIDNEY,-12.13,antagonism
Teniposide,Fulvestrant,EKVX_LUNG,5.15,synergy
Teniposide,Fulvestrant,HOP92_LUNG,-13.16,antagonism
Teniposide,Fulvestrant,IGROV1_OVARY,-9.71,antagonism
Teniposide,Fulvestrant,KM12_LARGE_INTESTINE,-9.07,antagonism
Teniposide,Fulvestrant,MALME3M_SKIN,-7.07,antagonism
Teniposide,Fulvestrant,MCF7_BREAST,-7.02,antagonism
Teniposide,Fulvestrant,MDAMB231_BREAST,7.62,synergy
Teniposide,Fulvestrant,NCIH226_LUNG,-5.2,antagonism
Teniposide,Fulvestrant,NCIH522_LUNG,-9.53,antagonism
Teniposide,Fulvestrant,SKMEL5_SKIN,-6.39,antagonism
Teniposide,Fulvestrant,SKOV3_OVARY,-7.61,antagonism
Teniposide,Fulvestrant,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.97,antagonism
Teniposide,Fulvestrant,T47D_BREAST,-11.72,antagonism
Teniposide,Fulvestrant,UACC62_SKIN,-10.89,antagonism
Teniposide,Hydroxyurea,786O_KIDNEY,8.02,synergy
Teniposide,Hydroxyurea,DU145_PROSTATE,7.72,synergy
Teniposide,Hydroxyurea,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.33,synergy
Teniposide,Hydroxyurea,HS578T_BREAST,13.05,synergy
Teniposide,Hydroxyurea,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.01,synergy
Teniposide,Hydroxyurea,LOXIMVI_SKIN,6.05,synergy
Teniposide,Hydroxyurea,MALME3M_SKIN,-5.08,antagonism
Teniposide,Hydroxyurea,MDAMB231_BREAST,6.73,synergy
Teniposide,Hydroxyurea,NCIH2122_LUNG,6.03,synergy
Teniposide,Hydroxyurea,NCIH23_LUNG,8.46,synergy
Teniposide,Hydroxyurea,SKOV3_OVARY,-6.61,antagonism
Teniposide,Hydroxyurea,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.46,antagonism
Teniposide,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,22.74,synergy
Teniposide,Hydroxyurea,T47D_BREAST,10.29,synergy
Teniposide,Hydroxyurea,U251MG_CENTRAL_NERVOUS_SYSTEM,6.39,synergy
Teniposide,Ifosfamide,A549_LUNG,-6.84,antagonism
Teniposide,Ifosfamide,EKVX_LUNG,-6.2,antagonism
Teniposide,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.78,antagonism
Teniposide,Ifosfamide,HS578T_BREAST,-6.97,antagonism
Teniposide,Ifosfamide,MALME3M_SKIN,-7.38,antagonism
Teniposide,Ifosfamide,MDAMB231_BREAST,-8.68,antagonism
Teniposide,Ifosfamide,MDAMB468_BREAST,-9.07,antagonism
Teniposide,Ifosfamide,PC3_PROSTATE,-5.3,antagonism
Teniposide,Ifosfamide,SKMEL28_SKIN,-6.49,antagonism
Teniposide,Ifosfamide,SKOV3_OVARY,-6.74,antagonism
Teniposide,Ifosfamide,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.62,antagonism
Teniposide,Ifosfamide,T47D_BREAST,-9.73,antagonism
Teniposide,Ifosfamide,UACC62_SKIN,-10.13,antagonism
Teniposide,Imatinib,BT549_BREAST,13.67,synergy
Teniposide,Imatinib,CAKI1_KIDNEY,8.99,synergy
Teniposide,Imatinib,DU145_PROSTATE,8.36,synergy
Teniposide,Imatinib,HCT15_LARGE_INTESTINE,6.97,synergy
Teniposide,Imatinib,HT29_LARGE_INTESTINE,6.38,synergy
Teniposide,Imatinib,IGROV1_OVARY,6.04,synergy
Teniposide,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.2,synergy
Teniposide,Imatinib,KM12_LARGE_INTESTINE,-5.65,antagonism
Teniposide,Imatinib,LOXIMVI_SKIN,6.19,synergy
Teniposide,Imatinib,MCF7_BREAST,6.27,synergy
Teniposide,Imatinib,MDAMB231_BREAST,6.72,synergy
Teniposide,Imatinib,MDAMB468_BREAST,-9.8,antagonism
Teniposide,Imatinib,NCIH23_LUNG,5.81,synergy
Teniposide,Imatinib,SF295_CENTRAL_NERVOUS_SYSTEM,9.45,synergy
Teniposide,Imatinib,SKMEL5_SKIN,-10.99,antagonism
Teniposide,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,22.44,synergy
Teniposide,Imatinib,SW620_LARGE_INTESTINE,5.98,synergy
Teniposide,Imatinib,T47D_BREAST,-6.16,antagonism
Teniposide,Imatinib,U251MG_CENTRAL_NERVOUS_SYSTEM,7.74,synergy
Teniposide,Imiquimod,BT549_BREAST,10.49,synergy
Teniposide,Imiquimod,EKVX_LUNG,-5.55,antagonism
Teniposide,Imiquimod,HS578T_BREAST,6.38,synergy
Teniposide,Imiquimod,IGROV1_OVARY,-9.7,antagonism
Teniposide,Imiquimod,KM12_LARGE_INTESTINE,6.14,synergy
Teniposide,Imiquimod,MALME3M_SKIN,-6.29,antagonism
Teniposide,Imiquimod,MDAMB231_BREAST,-5.08,antagonism
Teniposide,Imiquimod,NCIH522_LUNG,-8.08,antagonism
Teniposide,Imiquimod,PC3_PROSTATE,-5.43,antagonism
Teniposide,Imiquimod,SKMEL28_SKIN,-6.31,antagonism
Teniposide,Imiquimod,SKMEL5_SKIN,-9.07,antagonism
Teniposide,Imiquimod,T47D_BREAST,-5.87,antagonism
Teniposide,Imiquimod,U251MG_CENTRAL_NERVOUS_SYSTEM,8.71,synergy
Teniposide,Ixabepilone,KM12_LARGE_INTESTINE,-8.83,antagonism
Teniposide,Ixabepilone,MALME3M_SKIN,-6.92,antagonism
Teniposide,Ixabepilone,MDAMB231_BREAST,-8.67,antagonism
Teniposide,Ixabepilone,MDAMB468_BREAST,-9.82,antagonism
Teniposide,Ixabepilone,NCIH522_LUNG,-8.5,antagonism
Teniposide,Ixabepilone,SKMEL5_SKIN,-5.49,antagonism
Teniposide,Ixabepilone,SKOV3_OVARY,-8.3,antagonism
Teniposide,Ixabepilone,T47D_BREAST,-10.23,antagonism
Teniposide,Letrozole,A498_KIDNEY,-7.57,antagonism
Teniposide,Letrozole,ACHN_KIDNEY,-5.35,antagonism
Teniposide,Letrozole,HOP92_LUNG,-12.03,antagonism
Teniposide,Letrozole,IGROV1_OVARY,-10.45,antagonism
Teniposide,Letrozole,KM12_LARGE_INTESTINE,-8.75,antagonism
Teniposide,Letrozole,MALME3M_SKIN,-6.44,antagonism
Teniposide,Letrozole,MDAMB468_BREAST,-5.71,antagonism
Teniposide,Letrozole,NCIH226_LUNG,-5.73,antagonism
Teniposide,Letrozole,NCIH522_LUNG,-9.66,antagonism
Teniposide,Letrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.13,synergy
Teniposide,Letrozole,SKMEL28_SKIN,-5.4,antagonism
Teniposide,Letrozole,SKMEL5_SKIN,-5.42,antagonism
Teniposide,Letrozole,SKOV3_OVARY,-7.64,antagonism
Teniposide,Letrozole,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.29,antagonism
Teniposide,Letrozole,T47D_BREAST,-9.77,antagonism
Teniposide,Letrozole,UO31_KIDNEY,-5.66,antagonism
Teniposide,Lomustine,A498_KIDNEY,-13.71,antagonism
Teniposide,Lomustine,A549_LUNG,-8.85,antagonism
Teniposide,Lomustine,BT549_BREAST,-14.09,antagonism
Teniposide,Lomustine,CAKI1_KIDNEY,-5.83,antagonism
Teniposide,Lomustine,EKVX_LUNG,-10.67,antagonism
Teniposide,Lomustine,HCT116_LARGE_INTESTINE,-7.56,antagonism
Teniposide,Lomustine,HCT15_LARGE_INTESTINE,-6.98,antagonism
Teniposide,Lomustine,HOP92_LUNG,-12.21,antagonism
Teniposide,Lomustine,HT29_LARGE_INTESTINE,-9.96,antagonism
Teniposide,Lomustine,IGROV1_OVARY,-11.03,antagonism
Teniposide,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.89,antagonism
Teniposide,Lomustine,KM12_LARGE_INTESTINE,-12.34,antagonism
Teniposide,Lomustine,MALME3M_SKIN,-9.44,antagonism
Teniposide,Lomustine,MCF7_BREAST,-9.69,antagonism
Teniposide,Lomustine,MDAMB231_BREAST,-11.86,antagonism
Teniposide,Lomustine,MDAMB468_BREAST,-8.16,antagonism
Teniposide,Lomustine,NCIH226_LUNG,-7.91,antagonism
Teniposide,Lomustine,NCIH23_LUNG,-6.29,antagonism
Teniposide,Lomustine,NCIH522_LUNG,-12.07,antagonism
Teniposide,Lomustine,PC3_PROSTATE,-9.3,antagonism
Teniposide,Lomustine,SF295_CENTRAL_NERVOUS_SYSTEM,-6.36,antagonism
Teniposide,Lomustine,SKMEL28_SKIN,-9.08,antagonism
Teniposide,Lomustine,SKMEL5_SKIN,-7.8,antagonism
Teniposide,Lomustine,SKOV3_OVARY,-7.22,antagonism
Teniposide,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,-9.31,antagonism
Teniposide,Lomustine,SW620_LARGE_INTESTINE,-8.39,antagonism
Teniposide,Lomustine,T47D_BREAST,-5.51,antagonism
Teniposide,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,-10.16,antagonism
Teniposide,Lomustine,UACC62_SKIN,-14.53,antagonism
Teniposide,Lomustine,UO31_KIDNEY,-5.5,antagonism
Teniposide,Methotrexate,CAKI1_KIDNEY,-7.18,antagonism
Teniposide,Methotrexate,DU145_PROSTATE,-12.65,antagonism
Teniposide,Methotrexate,EKVX_LUNG,-7.44,antagonism
Teniposide,Methotrexate,HOP62_LUNG,-7.02,antagonism
Teniposide,Methotrexate,HS578T_BREAST,-9.92,antagonism
Teniposide,Methotrexate,HT29_LARGE_INTESTINE,-5.91,antagonism
Teniposide,Methotrexate,IGROV1_OVARY,-10.15,antagonism
Teniposide,Methotrexate,KM12_LARGE_INTESTINE,-9.4,antagonism
Teniposide,Methotrexate,LOXIMVI_SKIN,-6.22,antagonism
Teniposide,Methotrexate,MALME3M_SKIN,-5.67,antagonism
Teniposide,Methotrexate,MCF7_BREAST,-7.17,antagonism
Teniposide,Methotrexate,MDAMB468_BREAST,-5.93,antagonism
Teniposide,Methotrexate,NCIH460_LUNG,-5.19,antagonism
Teniposide,Methotrexate,NCIH522_LUNG,-6.3,antagonism
Teniposide,Methotrexate,PC3_PROSTATE,-7.21,antagonism
Teniposide,Methotrexate,SKMEL28_SKIN,-6.32,antagonism
Teniposide,Methotrexate,SKOV3_OVARY,-7.33,antagonism
Teniposide,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.7,antagonism
Teniposide,Methotrexate,UO31_KIDNEY,-14.86,antagonism
Teniposide,Methoxsalen,A498_KIDNEY,5.64,synergy
Teniposide,Methoxsalen,BT549_BREAST,8.54,synergy
Teniposide,Methoxsalen,DU145_PROSTATE,5.47,synergy
Teniposide,Methoxsalen,EKVX_LUNG,-5.62,antagonism
Teniposide,Methoxsalen,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.39,synergy
Teniposide,Methoxsalen,HS578T_BREAST,11.29,synergy
Teniposide,Methoxsalen,HT29_LARGE_INTESTINE,-7.47,antagonism
Teniposide,Methoxsalen,IGROV1_OVARY,-9.82,antagonism
Teniposide,Methoxsalen,KM12_LARGE_INTESTINE,13.9,synergy
Teniposide,Methoxsalen,MALME3M_SKIN,-6.2,antagonism
Teniposide,Methoxsalen,NCIH226_LUNG,-5.01,antagonism
Teniposide,Methoxsalen,NCIH522_LUNG,-7.78,antagonism
Teniposide,Methoxsalen,PC3_PROSTATE,-5.25,antagonism
Teniposide,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,6.28,synergy
Teniposide,Methoxsalen,SKMEL5_SKIN,-10.57,antagonism
Teniposide,Methoxsalen,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.59,antagonism
Teniposide,Methoxsalen,U251MG_CENTRAL_NERVOUS_SYSTEM,10.02,synergy
Teniposide,Methoxsalen,UACC62_SKIN,-6.12,antagonism
Teniposide,Mitotane,A498_KIDNEY,-12.48,antagonism
Teniposide,Mitotane,BT549_BREAST,8.44,synergy
Teniposide,Mitotane,CAKI1_KIDNEY,6.91,synergy
Teniposide,Mitotane,EKVX_LUNG,-5.62,antagonism
Teniposide,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.74,synergy
Teniposide,Mitotane,HOP92_LUNG,5.72,synergy
Teniposide,Mitotane,HS578T_BREAST,10.42,synergy
Teniposide,Mitotane,IGROV1_OVARY,-9.89,antagonism
Teniposide,Mitotane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.4,synergy
Teniposide,Mitotane,MDAMB231_BREAST,10.32,synergy
Teniposide,Mitotane,NCIH226_LUNG,-6.34,antagonism
Teniposide,Mitotane,NCIH522_LUNG,-8.89,antagonism
Teniposide,Mitotane,PC3_PROSTATE,-5.7,antagonism
Teniposide,Mitotane,SKMEL28_SKIN,-5.98,antagonism
Teniposide,Mitotane,SKMEL5_SKIN,-10.11,antagonism
Teniposide,Mitotane,SKOV3_OVARY,-7.76,antagonism
Teniposide,Mitotane,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.1,antagonism
Teniposide,Mitotane,SW620_LARGE_INTESTINE,7.55,synergy
Teniposide,Paclitaxel,A549_LUNG,-7.64,antagonism
Teniposide,Paclitaxel,DU145_PROSTATE,-5.38,antagonism
Teniposide,Paclitaxel,EKVX_LUNG,-13.84,antagonism
Teniposide,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.53,antagonism
Teniposide,Paclitaxel,HT29_LARGE_INTESTINE,-8.21,antagonism
Teniposide,Paclitaxel,IGROV1_OVARY,-15.36,antagonism
Teniposide,Paclitaxel,KM12_LARGE_INTESTINE,-12.67,antagonism
Teniposide,Paclitaxel,LOXIMVI_SKIN,-9.79,antagonism
Teniposide,Paclitaxel,MDAMB231_BREAST,-6.81,antagonism
Teniposide,Paclitaxel,MDAMB468_BREAST,-9.19,antagonism
Teniposide,Paclitaxel,NCIH226_LUNG,-10.64,antagonism
Teniposide,Paclitaxel,NCIH522_LUNG,-10.21,antagonism
Teniposide,Paclitaxel,OVCAR4_OVARY,-11.18,antagonism
Teniposide,Paclitaxel,PC3_PROSTATE,-8.99,antagonism
Teniposide,Paclitaxel,SKMEL28_SKIN,-7.34,antagonism
Teniposide,Paclitaxel,SKMEL5_SKIN,-7.53,antagonism
Teniposide,Paclitaxel,SKOV3_OVARY,-6.16,antagonism
Teniposide,Paclitaxel,SNB75_CENTRAL_NERVOUS_SYSTEM,-9.15,antagonism
Teniposide,Paclitaxel,UACC257_SKIN,-10.9,antagonism
Teniposide,Paclitaxel,UACC62_SKIN,-8.71,antagonism
Teniposide,Paclitaxel,UO31_KIDNEY,-6.87,antagonism
Teniposide,Pentostatin,EKVX_LUNG,-9.61,antagonism
Teniposide,Pentostatin,IGROV1_OVARY,-9.6,antagonism
Teniposide,Pentostatin,LOXIMVI_SKIN,-10.6,antagonism
Teniposide,Pentostatin,MDAMB468_BREAST,-10.42,antagonism
Teniposide,Pentostatin,NCIH522_LUNG,-9.31,antagonism
Teniposide,Pentostatin,SKMEL5_SKIN,-9.04,antagonism
Teniposide,Pentostatin,SKOV3_OVARY,-8.62,antagonism
Teniposide,Pentostatin,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.31,antagonism
Teniposide,Pentostatin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-14.07,antagonism
Teniposide,Pentostatin,T47D_BREAST,-9.84,antagonism
Teniposide,Pentostatin,UACC62_SKIN,-10.08,antagonism
Teniposide,Pentostatin,UO31_KIDNEY,-6.87,antagonism
Teniposide,Pipobroman,A549_LUNG,-6.45,antagonism
Teniposide,Pipobroman,CAKI1_KIDNEY,-8.31,antagonism
Teniposide,Pipobroman,HCT15_LARGE_INTESTINE,-5.01,antagonism
Teniposide,Pipobroman,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.96,synergy
Teniposide,Pipobroman,IGROV1_OVARY,-11.85,antagonism
Teniposide,Pipobroman,KM12_LARGE_INTESTINE,-8.21,antagonism
Teniposide,Pipobroman,NCIH2122_LUNG,-7.01,antagonism
Teniposide,Pipobroman,NCIH226_LUNG,-7.79,antagonism
Teniposide,Pipobroman,PC3_PROSTATE,-9.2,antagonism
Teniposide,Pipobroman,SKMEL28_SKIN,-6.7,antagonism
Teniposide,Pipobroman,SKOV3_OVARY,-8.12,antagonism
Teniposide,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,-9.06,antagonism
Teniposide,Pipobroman,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.68,synergy
Teniposide,Pipobroman,UACC62_SKIN,-8.39,antagonism
Teniposide,Pipobroman,UO31_KIDNEY,-5.88,antagonism
Teniposide,Sorafenib,786O_KIDNEY,-5.44,antagonism
Teniposide,Sorafenib,CAKI1_KIDNEY,-7.4,antagonism
Teniposide,Sorafenib,HOP92_LUNG,-5.27,antagonism
Teniposide,Sorafenib,HS578T_BREAST,-10.49,antagonism
Teniposide,Sorafenib,IGROV1_OVARY,-5.34,antagonism
Teniposide,Sorafenib,KM12_LARGE_INTESTINE,-6.52,antagonism
Teniposide,Sorafenib,MDAMB231_BREAST,-12.14,antagonism
Teniposide,Sorafenib,MDAMB468_BREAST,-6.61,antagonism
Teniposide,Sorafenib,NCIH2122_LUNG,-5.21,antagonism
Teniposide,Sorafenib,NCIH522_LUNG,-9.96,antagonism
Teniposide,Sorafenib,OVCAR4_OVARY,-5.64,antagonism
Teniposide,Sorafenib,PC3_PROSTATE,-9.93,antagonism
Teniposide,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,-6.49,antagonism
Teniposide,Sorafenib,SKMEL28_SKIN,-8.94,antagonism
Teniposide,Sorafenib,SKOV3_OVARY,-12.16,antagonism
Teniposide,Sorafenib,T47D_BREAST,-8.98,antagonism
Teniposide,Sorafenib,UO31_KIDNEY,-14.19,antagonism
Teniposide,Temozolomide,A549_LUNG,5.12,synergy
Teniposide,Temozolomide,BT549_BREAST,8.18,synergy
Teniposide,Temozolomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.48,synergy
Teniposide,Temozolomide,HS578T_BREAST,6.74,synergy
Teniposide,Temozolomide,HT29_LARGE_INTESTINE,6.01,synergy
Teniposide,Temozolomide,IGROV1_OVARY,-9.47,antagonism
Teniposide,Temozolomide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.58,synergy
Teniposide,Temozolomide,MALME3M_SKIN,-5.52,antagonism
Teniposide,Temozolomide,MCF7_BREAST,7.92,synergy
Teniposide,Temozolomide,NCIH226_LUNG,6.1,synergy
Teniposide,Temozolomide,NCIH522_LUNG,6.76,synergy
Teniposide,Temozolomide,PC3_PROSTATE,-5.04,antagonism
Teniposide,Temozolomide,SKOV3_OVARY,-6.78,antagonism
Teniposide,Temozolomide,U251MG_CENTRAL_NERVOUS_SYSTEM,9.01,synergy
Teniposide,Thalidomide,A498_KIDNEY,-7.59,antagonism
Teniposide,Thalidomide,CAKI1_KIDNEY,7.78,synergy
Teniposide,Thalidomide,EKVX_LUNG,7.31,synergy
Teniposide,Thalidomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.81,synergy
Teniposide,Thalidomide,IGROV1_OVARY,-9.84,antagonism
Teniposide,Thalidomide,MALME3M_SKIN,-7.26,antagonism
Teniposide,Thalidomide,NCIH226_LUNG,-6.12,antagonism
Teniposide,Thalidomide,PC3_PROSTATE,-6.19,antagonism
Teniposide,Thalidomide,SF295_CENTRAL_NERVOUS_SYSTEM,7.09,synergy
Teniposide,Thalidomide,SKMEL5_SKIN,-10.25,antagonism
